step,time_s,note,R1,R2,R3,R4,R5,R6,R7,R8
229,20.25,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDBBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMDMBM____M_,________________
230,20.317,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDBBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD_MM____M_,________________
231,20.385,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDBBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD__M____M_,________________
232,20.452,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDBBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD__MB___M_,________________
233,20.587,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDDBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD__M_M__M_,________________
234,20.655,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDDBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD__M_MBDM_,________________
235,20.722,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDDBD_________,__DDDBD__M____M_,DDDDBMD__M____M_,MMDDDMD__M__MBM_,________________
236,20.79,state after change,DDBBD__DDMD_D___,DDBBD__D______M_,DDDBDB__________,__DDDBD_________,__DDDBD__M____M_,_DDDDMD__M____M_,MMDDDMD__M____M_,________________
237,20.857,state after change,_DBBD__DDBD_D___,DDBBD__D______M_,_DDDDB__________,___DDBD_________,__DDDBD__M____M_,_DDDDMD__M____M_,MMDDDMD__M____MB,________________
238,20.925,state after change,_DDBD__DDMD_D___,DDBBD__D______M_,_DDDDB__________,___DDBD_________,__DDDBD__M____M_,___DDMD__M____M_,MMDDDMD__M____MM,________________
239,20.992,state after change,_DDBD__DDMD_D___,DDBDD__D______M_,__DDDB__________,___DDBD_________,___DDBD__M____M_,___DDMD__M____M_,BBDDDMD__M____M_,________________
240,21.06,state after change,__DBD__DDMD_D___,DDDDD__D______M_,__DDDB__________,___DDBD_________,___DDBD__M____M_,___DDBD__M____M_,BBDDDMD__M____M_,________________
241,21.532,state after change,__DDD__DDMD_D___,DDDDD__D______M_,__DDDB__________,___DDBD_________,___DDBD__M____M_,___DDBD__M____M_,BBDDDMD__M____M_,________________
242,21.6,state after change,__DDD__DDMD_D___,DDDDD__D______M_,__DDDB__________,____DBD_________,___DDBD__M____M_,___DDBD__M____M_,BBDDDMD__M____M_,________________
243,21.667,state after change,__DDDB_D_BD_D___,_DDDD__D______B_,___DDB___B______,____DBD_________,____DB___M____M_,____DDD__B____M_,___DDD___M____M_,________________
244,21.735,state after change,__DDDBDD____D___,__DDD__D________,___DDB___M______,____DBD_________,____DB___M____M_,____D_D_______M_,____D____M____M_,________________
245,21.802,state after change,__DDDBDD____D___,__DDD__D________,___DDB___M______,____DBD_________,____DB___M____M_,______________M_,____D____M____M_,________________
246,21.87,state after change,___DDBDD____D___,__DDD__D________,____DB___M______,_____B__________,_____B___M____M_,______________M_,_________M____M_,________________
247,21.937,state after change,___DDBDD____D___,__DDD___________,____DB___M______,_____B__________,_____B___M____M_,______________M_,____D____M____M_,________________
248,22.005,state after change,___DDBDD____D___,__DDD__D________,____DB___M______,_____B__________,_____B___M____M_,______________M_,____D____M____M_,________________
249,22.207,state after change,___DDBDD____D___,__DD____________,____DB___M______,_____B__________,_____B___M____M_,______________M_,____D____M____M_,________________
250,22.275,state after change,___DDBDD____D___,___D____________,____DB___MD_____,_____B__________,_____B___M____M_,______________M_,____D____M____M_,________________
251,22.41,state after change,___DDBDD____D___,___D____________,_____B___MD_____,_____B__________,_____B___M____M_,______________M_,_________M____M_,________________
252,22.477,state after change,_____BDD____D___,________________,_____B___MD_____,_____B__________,_____B___M____M_,______________M_,_________M____M_,________________
253,22.612,state after change,_____BDD____D___,___D____________,_____B___MD_____,_____B__________,_____B___M____M_,______________M_,_________M____M_,________________
254,22.747,state after change,_____BDD____D___,________________,_____B___MD_____,_____B__________,_____B___M____M_,______________M_,_________M____M_,________________
255,22.815,state after change,_____BDD____D___,________________,_____B___MD_____,_____D__________,_____B___B____M_,______________M_,_________M____M_,________________
256,22.95,state after change,_____BD_________,________________,_____B___MD_____,_____D__________,_____B___B____M_,______________M_,_________M____M_,________________
257,23.085,state after change,_____B__________,________________,_____B___MD_____,_____D__________,_____B___B____M_,______________M_,_________M____M_,________________
258,23.625,state after change,_____B__________,________________,_____D___MD_____,_____D__________,_____D___B____M_,______________M_,_________M____M_,________________
259,23.962,state after change,_____D__________,________________,_____D___BD_____,_____D__________,_____D___B____M_,______________M_,_________B____M_,________________
